referrer,views_total,views_unique
github.com,1285,461
Google,479,350
Bing,282,122
chatgpt.com,221,99
arxiv.org,51,28
huggingface.co,42,19
link.zhihu.com,37,28
Baidu,32,19
yandex.ru,30,5
t.co,21,18
