referrer,views_total,views_unique
github.com,1560,592
Google,523,373
Bing,356,143
chatgpt.com,87,56
link.zhihu.com,61,32
huggingface.co,60,19
doubao.com,58,26
Baidu,42,18
arxiv.org,36,20
is.cas.cn,32,12
