referrer,views_total,views_unique
github.com,1182,470
Google,427,307
Bing,320,154
chatgpt.com,159,70
link.zhihu.com,72,34
arxiv.org,49,21
Baidu,49,13
doubao.com,46,20
huggingface.co,30,12
DuckDuckGo,24,7
