referrer,views_total,views_unique
github.com,1140,470
Google,473,337
Bing,425,161
chatgpt.com,194,92
huggingface.co,84,26
Baidu,64,11
link.zhihu.com,45,26
doubao.com,25,9
arxiv.org,22,16
aclanthology.org,19,3
