referrer,views_total,views_unique
github.com,3750,1013
Google,1206,699
Bing,553,183
link.zhihu.com,218,87
huggingface.co,170,49
arxiv.org,136,39
mp.weixin.qq.com,108,46
Baidu,80,26
chatgpt.com,71,42
is.cas.cn,69,26
