referrer,views_total,views_unique
github.com,1358,543
Google,480,323
Bing,374,141
chatgpt.com,86,58
arxiv.org,60,22
link.zhihu.com,58,26
doubao.com,43,23
huggingface.co,40,17
Baidu,31,16
is.cas.cn,28,9
