referrer,views_total,views_unique
github.com,1032,530
Google,444,315
Bing,229,135
chatgpt.com,158,100
arxiv.org,62,24
huggingface.co,46,21
yandex.ru,36,14
Baidu,31,19
t.co,22,20
link.zhihu.com,20,17
