referrer,views_total,views_unique
github.com,1197,459
Google,483,350
Bing,425,160
chatgpt.com,123,77
huggingface.co,105,30
Baidu,61,9
link.zhihu.com,44,27
doubao.com,25,9
arxiv.org,22,17
aclanthology.org,19,3
