referrer,views_total,views_unique
github.com,1131,456
Google,466,331
Bing,279,130
chatgpt.com,210,102
arxiv.org,48,25
huggingface.co,46,20
Baidu,31,19
yandex.ru,29,5
link.zhihu.com,28,22
t.co,23,20
