referrer,views_total,views_unique
github.com,1830,689
Google,735,445
Bing,324,146
chatgpt.com,125,79
link.zhihu.com,89,27
huggingface.co,70,20
doubao.com,36,11
is.cas.cn,34,11
arxiv.org,33,18
jermine.vdo.pub,29,18
