referrer,views_total,views_unique
github.com,1218,463
Google,484,347
Bing,425,165
chatgpt.com,132,77
huggingface.co,107,31
Baidu,61,9
link.zhihu.com,43,27
arxiv.org,24,16
doubao.com,19,9
aclanthology.org,19,3
