referrer,views_total,views_unique
github.com,1783,639
Google,645,433
Bing,356,150
chatgpt.com,127,68
huggingface.co,70,22
link.zhihu.com,58,29
is.cas.cn,53,15
doubao.com,44,17
arxiv.org,38,22
Baidu,36,16
