referrer,views_total,views_unique
github.com,1951,791
Google,892,537
Bing,414,185
chatgpt.com,154,71
link.zhihu.com,80,40
arxiv.org,64,28
huggingface.co,63,28
Baidu,33,22
doubao.com,33,19
iscas.cas.cn,31,8
