referrer,views_total,views_unique
github.com,1177,456
Google,461,348
Bing,413,143
chatgpt.com,254,116
huggingface.co,67,21
DuckDuckGo,58,4
link.zhihu.com,50,28
Baidu,38,11
teams.public.onecdn.static.microsoft,19,6
arxiv.org,17,13
