referrer,views_total,views_unique
github.com,1620,612
Google,533,378
Bing,367,148
chatgpt.com,90,56
huggingface.co,60,19
doubao.com,58,26
link.zhihu.com,48,30
Baidu,44,19
arxiv.org,40,22
is.cas.cn,34,12
