referrer,views_total,views_unique
github.com,2122,820
Google,899,533
Bing,416,189
chatgpt.com,162,75
arxiv.org,81,29
link.zhihu.com,80,40
huggingface.co,63,28
Baidu,33,22
doubao.com,33,19
perplexity.ai,31,14
