referrer,views_total,views_unique
github.com,1123,494
Google,459,330
Bing,262,136
chatgpt.com,176,90
arxiv.org,72,24
huggingface.co,43,17
Baidu,30,16
yandex.ru,25,5
link.zhihu.com,23,18
t.co,22,20
