referrer,views_total,views_unique
github.com,1100,508
Google,448,319
Bing,244,129
chatgpt.com,160,91
arxiv.org,69,25
huggingface.co,44,18
Baidu,28,16
yandex.ru,28,7
link.zhihu.com,24,19
t.co,22,20
