referrer,views_total,views_unique
github.com,2550,763
Google,819,540
Bing,405,133
arxiv.org,125,27
link.zhihu.com,95,42
coccoc.com,78,2
huggingface.co,76,28
my.feishu.cn,45,17
qianwen.com,34,7
chatgpt.com,32,26
