referrer,views_total,views_unique
github.com,1151,480
Google,450,312
Bing,384,139
chatgpt.com,99,64
arxiv.org,77,21
link.zhihu.com,72,27
huggingface.co,60,18
doubao.com,29,15
Baidu,27,13
is.cas.cn,11,8
