referrer,views_total,views_unique
github.com,1489,571
Google,502,344
Bing,407,149
chatgpt.com,86,54
doubao.com,67,31
link.zhihu.com,63,33
huggingface.co,52,20
arxiv.org,47,18
Baidu,37,17
is.cas.cn,37,14
