referrer,views_total,views_unique
github.com,1837,667
Google,721,448
Bing,317,138
chatgpt.com,136,81
link.zhihu.com,104,33
huggingface.co,80,19
doubao.com,39,12
is.cas.cn,37,13
arxiv.org,31,17
jermine.vdo.pub,30,19
