referrer,views_total,views_unique
github.com,1914,785
Google,843,494
Bing,426,176
chatgpt.com,140,69
link.zhihu.com,104,44
huggingface.co,65,30
arxiv.org,52,24
doubao.com,43,19
Baidu,35,24
iscas.cas.cn,31,8
