referrer,views_total,views_unique
github.com,1343,471
Google,548,341
Bing,298,125
chatgpt.com,146,87
huggingface.co,62,22
arxiv.org,57,15
link.zhihu.com,50,23
link.csdn.net,35,6
doubao.com,30,15
is.cas.cn,21,10
