referrer,views_total,views_unique
github.com,1228,450
Google,499,373
Bing,342,129
chatgpt.com,290,121
DuckDuckGo,61,6
huggingface.co,46,20
link.zhihu.com,40,28
Baidu,31,16
arxiv.org,25,14
teams.public.onecdn.static.microsoft,14,4
