referrer,views_total,views_unique
github.com,3740,1066
Google,1467,797
Bing,569,197
link.zhihu.com,267,111
huggingface.co,187,56
arxiv.org,140,43
mp.weixin.qq.com,107,46
Baidu,101,30
chatgpt.com,88,49
is.cas.cn,73,27
