referrer,views_total,views_unique
github.com,1267,471
Google,457,316
Bing,260,143
chatgpt.com,158,69
link.zhihu.com,76,35
arxiv.org,52,21
Baidu,51,15
doubao.com,49,22
huggingface.co,32,13
DuckDuckGo,26,9
