referrer,views_total,views_unique
github.com,1256,439
Google,487,359
Bing,341,127
chatgpt.com,264,116
DuckDuckGo,61,6
link.zhihu.com,40,29
arxiv.org,40,21
Baidu,34,19
huggingface.co,31,16
is.cas.cn,16,10
