referrer,views_total,views_unique
github.com,1164,439
Google,414,302
Bing,349,144
chatgpt.com,108,70
arxiv.org,64,24
huggingface.co,56,15
link.zhihu.com,53,21
Baidu,27,14
doubao.com,25,13
DuckDuckGo,22,5
