referrer,views_total,views_unique
github.com,1243,455
Google,478,359
Bing,310,126
chatgpt.com,224,101
DuckDuckGo,59,4
arxiv.org,51,28
huggingface.co,46,21
link.zhihu.com,37,28
Baidu,34,17
yandex.ru,16,4
