referrer,views_total,views_unique
github.com,3877,1081
Google,1495,809
Bing,608,209
link.zhihu.com,296,123
huggingface.co,192,58
arxiv.org,152,42
mp.weixin.qq.com,107,46
Baidu,101,34
chatgpt.com,100,50
is.cas.cn,73,27
