referrer,views_total,views_unique
github.com,1948,792
Google,875,515
Bing,459,187
chatgpt.com,157,78
link.zhihu.com,106,47
huggingface.co,64,29
arxiv.org,55,24
doubao.com,46,21
Baidu,39,24
is.cas.cn,33,13
