referrer,views_total,views_unique
github.com,1813,661
Google,721,448
Bing,264,125
chatgpt.com,130,80
link.zhihu.com,94,30
huggingface.co,80,19
doubao.com,37,11
is.cas.cn,35,12
arxiv.org,32,18
jermine.vdo.pub,30,20
