referrer,views_total,views_unique
github.com,1161,471
Google,454,320
Bing,432,153
chatgpt.com,103,67
arxiv.org,73,22
link.zhihu.com,62,25
huggingface.co,62,19
doubao.com,28,17
Baidu,26,13
is.cas.cn,15,10
