referrer,views_total,views_unique
github.com,1458,552
Google,475,323
Bing,387,149
chatgpt.com,83,56
doubao.com,64,28
arxiv.org,56,22
link.zhihu.com,53,26
huggingface.co,47,18
Baidu,37,17
is.cas.cn,29,10
