referrer,views_total,views_unique
github.com,1772,747
Google,618,431
Bing,533,185
chatgpt.com,116,88
huggingface.co,66,27
link.zhihu.com,58,38
doubao.com,49,13
arxiv.org,45,23
Baidu,45,17
is.cas.cn,44,12
