time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-13 00:00:00+00:00,174,131,400,188
2026-08-14 00:00:00+00:00,101,70,387,170
2026-08-15 00:00:00+00:00,327,71,168,97
2026-08-16 00:00:00+00:00,2728,60,156,96
2026-08-17 00:00:00+00:00,574,65,413,204
2026-08-18 00:00:00+00:00,221,55,368,184
2026-08-19 00:00:00+00:00,875,58,412,191
2026-08-20 00:00:00+00:00,108,63,378,171
2026-08-21 00:00:00+00:00,550,69,342,163
2026-08-22 00:00:00+00:00,105,58,166,85
2026-08-23 00:00:00+00:00,113,68,168,87
2026-08-24 00:00:00+00:00,67,48,479,180
2026-08-25 00:00:00+00:00,173,63,379,168
2026-08-26 00:00:00+00:00,196,57,403,186
