referrer,views_total,views_unique
github.com,1157,450
Google,418,312
Bing,343,140
chatgpt.com,111,71
arxiv.org,57,21
huggingface.co,55,15
link.zhihu.com,49,24
Baidu,30,16
doubao.com,29,15
DuckDuckGo,22,5
