referrer,views_total,views_unique
github.com,3970,1155
Google,1762,887
link.zhihu.com,709,230
Bing,633,227
huggingface.co,234,78
arxiv.org,172,51
Baidu,123,48
chatgpt.com,107,54
mp.weixin.qq.com,106,45
is.cas.cn,69,24
