referrer,views_total,views_unique
github.com,1951,773
Google,648,451
Bing,471,170
chatgpt.com,134,89
link.zhihu.com,86,50
huggingface.co,55,30
Baidu,50,23
doubao.com,49,13
arxiv.org,43,23
is.cas.cn,40,11
