referrer,views_total,views_unique
github.com,2889,858
Google,832,544
Bing,463,148
arxiv.org,169,28
huggingface.co,107,25
link.zhihu.com,106,52
my.feishu.cn,52,21
is.cas.cn,42,22
chatgpt.com,38,29
qianwen.com,37,9
