referrer,views_total,views_unique
github.com,1196,466
Google,513,330
Bing,403,156
chatgpt.com,134,83
huggingface.co,102,29
Baidu,63,10
link.zhihu.com,49,27
arxiv.org,47,19
doubao.com,23,10
aclanthology.org,19,3
