referrer,views_total,views_unique
github.com,1935,767
Google,682,449
Bing,452,169
chatgpt.com,134,82
link.zhihu.com,93,55
huggingface.co,72,33
doubao.com,57,17
is.cas.cn,57,14
arxiv.org,50,22
Baidu,32,22
