referrer,views_total,views_unique
github.com,1168,476
Google,427,321
Bing,347,144
chatgpt.com,165,72
Baidu,63,19
link.zhihu.com,56,33
arxiv.org,55,24
doubao.com,35,15
huggingface.co,29,14
DuckDuckGo,23,6
