referrer,views_total,views_unique
github.com,1299,525
Google,471,319
Bing,370,139
chatgpt.com,91,59
huggingface.co,66,18
arxiv.org,64,21
link.zhihu.com,58,26
doubao.com,42,22
is.cas.cn,26,8
Baidu,23,11
