time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-10 00:00:00+00:00,287,94,331,164
2026-09-11 00:00:00+00:00,390,287,322,145
2026-09-12 00:00:00+00:00,73,40,155,87
2026-09-13 00:00:00+00:00,139,42,136,88
2026-09-14 00:00:00+00:00,253,50,359,184
2026-09-15 00:00:00+00:00,152,56,381,195
2026-09-16 00:00:00+00:00,60,47,290,163
2026-09-17 00:00:00+00:00,311,63,370,187
2026-09-18 00:00:00+00:00,109,64,354,162
2026-09-19 00:00:00+00:00,85,53,153,89
2026-09-20 00:00:00+00:00,141,85,484,185
2026-09-21 00:00:00+00:00,152,89,481,214
2026-09-22 00:00:00+00:00,266,86,466,211
2026-09-23 00:00:00+00:00,236,111,602,215
