referrer,views_total,views_unique
github.com,1201,455
Google,489,374
Bing,367,134
chatgpt.com,287,124
DuckDuckGo,61,6
link.zhihu.com,49,29
huggingface.co,48,20
Baidu,30,16
arxiv.org,18,12
teams.public.onecdn.static.microsoft,15,5
