referrer,views_total,views_unique
github.com,1803,744
Google,618,433
Bing,500,180
chatgpt.com,123,92
huggingface.co,71,29
link.zhihu.com,60,43
arxiv.org,45,23
is.cas.cn,37,7
Baidu,36,14
doubao.com,31,10
