referrer,views_total,views_unique
github.com,3769,1066
Google,1490,803
Bing,596,201
link.zhihu.com,281,117
huggingface.co,190,58
arxiv.org,138,42
mp.weixin.qq.com,107,46
chatgpt.com,105,51
Baidu,98,31
is.cas.cn,73,27
