referrer,views_total,views_unique
github.com,3788,1046
Google,1366,756
Bing,562,182
link.zhihu.com,245,101
huggingface.co,170,50
arxiv.org,139,42
mp.weixin.qq.com,107,46
Baidu,88,26
is.cas.cn,73,27
chatgpt.com,70,40
