referrer,views_total,views_unique
github.com,1866,656
Google,638,429
Bing,349,149
chatgpt.com,125,67
huggingface.co,70,22
link.zhihu.com,60,30
is.cas.cn,52,14
doubao.com,47,20
arxiv.org,40,22
Baidu,36,16
